Plan Name,Slug,Cost USD,Retail USD,Retail USD,Direct Link,Shop Link
"Czech Republic 3GB 15Days",CZ_3_15,2.20,3.77,3.77,"https://asim.esimqr.link/pay/usd/CZ_3_15","https://asim.esimqr.link/?slug=CZ_3_15"
"Czech Republic 3GB 30Days",CZ_3_30,2.30,3.89,3.89,"https://asim.esimqr.link/pay/usd/CZ_3_30","https://asim.esimqr.link/?slug=CZ_3_30"
"Czech Republic 5GB 30Days",CZ_5_30,3.40,5.18,5.18,"https://asim.esimqr.link/pay/usd/CZ_5_30","https://asim.esimqr.link/?slug=CZ_5_30"
"Czech Republic 10GB 30Days",CZ_10_30,6.10,8.36,8.36,"https://asim.esimqr.link/pay/usd/CZ_10_30","https://asim.esimqr.link/?slug=CZ_10_30"
"Czech Republic 20GB 30Days",CZ_20_30,9.90,12.83,12.83,"https://asim.esimqr.link/pay/usd/CZ_20_30","https://asim.esimqr.link/?slug=CZ_20_30"
"Czech Republic 50GB 180Days",CZ_50_180,30.00,36.48,36.48,"https://asim.esimqr.link/pay/usd/CZ_50_180","https://asim.esimqr.link/?slug=CZ_50_180"
"Denmark 500MB/Day",DK_0.5_Daily,0.50,1.77,1.77,"https://asim.esimqr.link/pay/usd/DK_0.5_Daily","https://asim.esimqr.link/?slug=DK_0.5_Daily"
"Denmark 1GB/Day",DK_1_Daily,0.80,2.12,2.12,"https://asim.esimqr.link/pay/usd/DK_1_Daily","https://asim.esimqr.link/?slug=DK_1_Daily"
"Denmark 1GB 7Days",DK_1_7,0.90,2.24,2.24,"https://asim.esimqr.link/pay/usd/DK_1_7","https://asim.esimqr.link/?slug=DK_1_7"
"Denmark 2GB/Day",DK_2_Daily,1.40,2.83,2.83,"https://asim.esimqr.link/pay/usd/DK_2_Daily","https://asim.esimqr.link/?slug=DK_2_Daily"
"Denmark 3GB 15Days",DK_3_15,2.20,3.77,3.77,"https://asim.esimqr.link/pay/usd/DK_3_15","https://asim.esimqr.link/?slug=DK_3_15"
"Denmark 3GB 30Days",DK_3_30,2.30,3.89,3.89,"https://asim.esimqr.link/pay/usd/DK_3_30","https://asim.esimqr.link/?slug=DK_3_30"
"Denmark 5GB 30Days",DK_5_30,3.40,5.18,5.18,"https://asim.esimqr.link/pay/usd/DK_5_30","https://asim.esimqr.link/?slug=DK_5_30"
"Denmark 10GB 30Days",DK_10_30,6.10,8.36,8.36,"https://asim.esimqr.link/pay/usd/DK_10_30","https://asim.esimqr.link/?slug=DK_10_30"
"Denmark 20GB 30Days",DK_20_30,9.60,12.48,12.48,"https://asim.esimqr.link/pay/usd/DK_20_30","https://asim.esimqr.link/?slug=DK_20_30"
"Denmark 50GB 180Days",DK_50_180,22.00,27.06,27.06,"https://asim.esimqr.link/pay/usd/DK_50_180","https://asim.esimqr.link/?slug=DK_50_180"
"Dominican Republic 100MB 7Days",DO_0.1_7,0.58,1.86,1.86,"https://asim.esimqr.link/pay/usd/DO_0.1_7","https://asim.esimqr.link/?slug=DO_0.1_7"
"Dominican Republic 500MB/Day",DO_0.5_Daily,3.00,4.71,4.71,"https://asim.esimqr.link/pay/usd/DO_0.5_Daily","https://asim.esimqr.link/?slug=DO_0.5_Daily"
"Dominican Republic 500MB 7Days",DO_0.5_7,3.10,4.83,4.83,"https://asim.esimqr.link/pay/usd/DO_0.5_7","https://asim.esimqr.link/?slug=DO_0.5_7"
"Dominican Republic 1GB/Day",DO_1_Daily,5.60,7.77,7.77,"https://asim.esimqr.link/pay/usd/DO_1_Daily","https://asim.esimqr.link/?slug=DO_1_Daily"
"Dominican Republic 1GB 7Days",DO_1_7,5.70,7.89,7.89,"https://asim.esimqr.link/pay/usd/DO_1_7","https://asim.esimqr.link/?slug=DO_1_7"
"Dominican Republic 2GB/Day",DO_2_Daily,11.00,14.12,14.12,"https://asim.esimqr.link/pay/usd/DO_2_Daily","https://asim.esimqr.link/?slug=DO_2_Daily"
"Dominican Republic 3GB 15Days",DO_3_15,14.10,17.77,17.77,"https://asim.esimqr.link/pay/usd/DO_3_15","https://asim.esimqr.link/?slug=DO_3_15"
"Dominican Republic 3GB 30Days",DO_3_30,14.20,17.89,17.89,"https://asim.esimqr.link/pay/usd/DO_3_30","https://asim.esimqr.link/?slug=DO_3_30"
"Dominican Republic 5GB 30Days",DO_5_30,21.00,25.89,25.89,"https://asim.esimqr.link/pay/usd/DO_5_30","https://asim.esimqr.link/?slug=DO_5_30"
"Dominican Republic 10GB 30Days",DO_10_30,40.00,48.24,48.24,"https://asim.esimqr.link/pay/usd/DO_10_30","https://asim.esimqr.link/?slug=DO_10_30"
"Dominican Republic 20GB 30Days",DO_20_30,63.00,75.30,75.30,"https://asim.esimqr.link/pay/usd/DO_20_30","https://asim.esimqr.link/?slug=DO_20_30"
"Ecuador 1GB 7Days",EC_1_7,4.60,6.59,6.59,"https://asim.esimqr.link/pay/usd/EC_1_7","https://asim.esimqr.link/?slug=EC_1_7"
"Ecuador 3GB 15Days",EC_3_15,11.20,14.36,14.36,"https://asim.esimqr.link/pay/usd/EC_3_15","https://asim.esimqr.link/?slug=EC_3_15"
"Egypt 100MB 7Days",EG_0.1_7,0.30,1.53,1.53,"https://asim.esimqr.link/pay/usd/EG_0.1_7","https://asim.esimqr.link/?slug=EG_0.1_7"
"Egypt 500MB/Day",EG_0.5_Daily,1.00,2.36,2.36,"https://asim.esimqr.link/pay/usd/EG_0.5_Daily","https://asim.esimqr.link/?slug=EG_0.5_Daily"
"Egypt 500MB 7Days",EG_0.5_7,1.00,2.36,2.36,"https://asim.esimqr.link/pay/usd/EG_0.5_7","https://asim.esimqr.link/?slug=EG_0.5_7"
"Egypt 1GB/Day",EG_1_Daily,1.70,3.18,3.18,"https://asim.esimqr.link/pay/usd/EG_1_Daily","https://asim.esimqr.link/?slug=EG_1_Daily"
"Egypt 1GB 7Days",EG_1_7,1.80,3.30,3.30,"https://asim.esimqr.link/pay/usd/EG_1_7","https://asim.esimqr.link/?slug=EG_1_7"
"Egypt 2GB/Day",EG_2_Daily,2.80,4.48,4.48,"https://asim.esimqr.link/pay/usd/EG_2_Daily","https://asim.esimqr.link/?slug=EG_2_Daily"
"Egypt 3GB 15Days",EG_3_15,4.60,6.59,6.59,"https://asim.esimqr.link/pay/usd/EG_3_15","https://asim.esimqr.link/?slug=EG_3_15"
"Egypt 3GB 30Days",EG_3_30,4.70,6.71,6.71,"https://asim.esimqr.link/pay/usd/EG_3_30","https://asim.esimqr.link/?slug=EG_3_30"
"Egypt 5GB 30Days",EG_5_30,8.80,11.53,11.53,"https://asim.esimqr.link/pay/usd/EG_5_30","https://asim.esimqr.link/?slug=EG_5_30"
"Egypt 10GB 30Days",EG_10_30,12.20,15.53,15.53,"https://asim.esimqr.link/pay/usd/EG_10_30","https://asim.esimqr.link/?slug=EG_10_30"
"Egypt 20GB 30Days",EG_20_30,21.00,25.89,25.89,"https://asim.esimqr.link/pay/usd/EG_20_30","https://asim.esimqr.link/?slug=EG_20_30"
"El Salvador 100MB 7Days",SV_0.1_7,0.57,1.85,1.85,"https://asim.esimqr.link/pay/usd/SV_0.1_7","https://asim.esimqr.link/?slug=SV_0.1_7"
"El Salvador 500MB 7Days",SV_0.5_7,3.10,4.83,4.83,"https://asim.esimqr.link/pay/usd/SV_0.5_7","https://asim.esimqr.link/?slug=SV_0.5_7"
"El Salvador 1GB 7Days",SV_1_7,5.70,7.89,7.89,"https://asim.esimqr.link/pay/usd/SV_1_7","https://asim.esimqr.link/?slug=SV_1_7"
"El Salvador 3GB 15Days",SV_3_15,14.10,17.77,17.77,"https://asim.esimqr.link/pay/usd/SV_3_15","https://asim.esimqr.link/?slug=SV_3_15"
"Estonia 500MB/Day",EE_0.5_Daily,0.50,1.77,1.77,"https://asim.esimqr.link/pay/usd/EE_0.5_Daily","https://asim.esimqr.link/?slug=EE_0.5_Daily"
"Estonia 1GB/Day",EE_1_Daily,0.80,2.12,2.12,"https://asim.esimqr.link/pay/usd/EE_1_Daily","https://asim.esimqr.link/?slug=EE_1_Daily"
"Estonia 1GB 7Days",EE_1_7,0.90,2.24,2.24,"https://asim.esimqr.link/pay/usd/EE_1_7","https://asim.esimqr.link/?slug=EE_1_7"
"Estonia 2GB/Day",EE_2_Daily,1.40,2.83,2.83,"https://asim.esimqr.link/pay/usd/EE_2_Daily","https://asim.esimqr.link/?slug=EE_2_Daily"
"Estonia 3GB 15Days",EE_3_15,2.20,3.77,3.77,"https://asim.esimqr.link/pay/usd/EE_3_15","https://asim.esimqr.link/?slug=EE_3_15"
"Estonia 3GB 30Days",EE_3_30,2.30,3.89,3.89,"https://asim.esimqr.link/pay/usd/EE_3_30","https://asim.esimqr.link/?slug=EE_3_30"
"Estonia 5GB 30Days",EE_5_30,3.40,5.18,5.18,"https://asim.esimqr.link/pay/usd/EE_5_30","https://asim.esimqr.link/?slug=EE_5_30"
"Estonia 10GB 30Days",EE_10_30,6.10,8.36,8.36,"https://asim.esimqr.link/pay/usd/EE_10_30","https://asim.esimqr.link/?slug=EE_10_30"
"Estonia 20GB 30Days",EE_20_30,10.60,13.65,13.65,"https://asim.esimqr.link/pay/usd/EE_20_30","https://asim.esimqr.link/?slug=EE_20_30"
"Estonia 50GB 180Days",EE_50_180,30.00,36.48,36.48,"https://asim.esimqr.link/pay/usd/EE_50_180","https://asim.esimqr.link/?slug=EE_50_180"
"Eswatini 1GB 7Days",SZ_1_7,7.10,9.53,9.53,"https://asim.esimqr.link/pay/usd/SZ_1_7","https://asim.esimqr.link/?slug=SZ_1_7"
"Eswatini 3GB 15Days",SZ_3_15,17.60,21.89,21.89,"https://asim.esimqr.link/pay/usd/SZ_3_15","https://asim.esimqr.link/?slug=SZ_3_15"
"Finland 500MB/Day",FI_0.5_Daily,0.40,1.65,1.65,"https://asim.esimqr.link/pay/usd/FI_0.5_Daily","https://asim.esimqr.link/?slug=FI_0.5_Daily"
"Finland 1GB/Day",FI_1_Daily,0.60,1.89,1.89,"https://asim.esimqr.link/pay/usd/FI_1_Daily","https://asim.esimqr.link/?slug=FI_1_Daily"
"Finland 1GB 7Days",FI_1_7,0.70,2.00,2.00,"https://asim.esimqr.link/pay/usd/FI_1_7","https://asim.esimqr.link/?slug=FI_1_7"
"Finland 2GB/Day",FI_2_Daily,1.10,2.48,2.48,"https://asim.esimqr.link/pay/usd/FI_2_Daily","https://asim.esimqr.link/?slug=FI_2_Daily"
"Finland 3GB 15Days",FI_3_15,1.70,3.18,3.18,"https://asim.esimqr.link/pay/usd/FI_3_15","https://asim.esimqr.link/?slug=FI_3_15"
"Finland 3GB 30Days",FI_3_30,1.80,3.30,3.30,"https://asim.esimqr.link/pay/usd/FI_3_30","https://asim.esimqr.link/?slug=FI_3_30"
"Finland 5GB 30Days",FI_5_30,2.70,4.36,4.36,"https://asim.esimqr.link/pay/usd/FI_5_30","https://asim.esimqr.link/?slug=FI_5_30"
"Finland 10GB 30Days",FI_10_30,4.70,6.71,6.71,"https://asim.esimqr.link/pay/usd/FI_10_30","https://asim.esimqr.link/?slug=FI_10_30"
"Finland 20GB 30Days",FI_20_30,9.00,11.77,11.77,"https://asim.esimqr.link/pay/usd/FI_20_30","https://asim.esimqr.link/?slug=FI_20_30"
"Finland 50GB 180Days",FI_50_180,28.00,34.12,34.12,"https://asim.esimqr.link/pay/usd/FI_50_180","https://asim.esimqr.link/?slug=FI_50_180"
"France 100MB 7Days",FR_0.1_7,0.30,1.53,1.53,"https://asim.esimqr.link/pay/usd/FR_0.1_7","https://asim.esimqr.link/?slug=FR_0.1_7"
"France 500MB/Day",FR_0.5_Daily,0.40,1.65,1.65,"https://asim.esimqr.link/pay/usd/FR_0.5_Daily","https://asim.esimqr.link/?slug=FR_0.5_Daily"
"France 1GB/Day",FR_1_Daily,0.65,1.95,1.95,"https://asim.esimqr.link/pay/usd/FR_1_Daily","https://asim.esimqr.link/?slug=FR_1_Daily"
"France 1GB 7Days",FR_1_7,0.70,2.00,2.00,"https://asim.esimqr.link/pay/usd/FR_1_7","https://asim.esimqr.link/?slug=FR_1_7"
"France 2GB/Day",FR_2_Daily,1.20,2.59,2.59,"https://asim.esimqr.link/pay/usd/FR_2_Daily","https://asim.esimqr.link/?slug=FR_2_Daily"
"France 3GB 15Days",FR_3_15,1.70,3.18,3.18,"https://asim.esimqr.link/pay/usd/FR_3_15","https://asim.esimqr.link/?slug=FR_3_15"
"France 3GB 30Days",FR_3_30,1.80,3.30,3.30,"https://asim.esimqr.link/pay/usd/FR_3_30","https://asim.esimqr.link/?slug=FR_3_30"
"France 5GB/Day",FR_5_Daily,2.30,3.89,3.89,"https://asim.esimqr.link/pay/usd/FR_5_Daily","https://asim.esimqr.link/?slug=FR_5_Daily"
"France 5GB 30Days",FR_5_30,2.70,4.36,4.36,"https://asim.esimqr.link/pay/usd/FR_5_30","https://asim.esimqr.link/?slug=FR_5_30"
"France 10GB 30Days",FR_10_30,4.70,6.71,6.71,"https://asim.esimqr.link/pay/usd/FR_10_30","https://asim.esimqr.link/?slug=FR_10_30"
"France 20GB 30Days",FR_20_30,8.20,10.83,10.83,"https://asim.esimqr.link/pay/usd/FR_20_30","https://asim.esimqr.link/?slug=FR_20_30"
"France 50GB 30Days",FR_50_30,17.00,21.18,21.18,"https://asim.esimqr.link/pay/usd/FR_50_30","https://asim.esimqr.link/?slug=FR_50_30"
"France 50GB 180Days",FR_50_180,22.00,27.06,27.06,"https://asim.esimqr.link/pay/usd/FR_50_180","https://asim.esimqr.link/?slug=FR_50_180"
"Gabon 1GB 7Days",GA_1_7,4.60,6.59,6.59,"https://asim.esimqr.link/pay/usd/GA_1_7","https://asim.esimqr.link/?slug=GA_1_7"
"Gabon 3GB 15Days",GA_3_15,11.20,14.36,14.36,"https://asim.esimqr.link/pay/usd/GA_3_15","https://asim.esimqr.link/?slug=GA_3_15"
"Georgia 500MB/Day",GE_0.5_Daily,0.90,2.24,2.24,"https://asim.esimqr.link/pay/usd/GE_0.5_Daily","https://asim.esimqr.link/?slug=GE_0.5_Daily"
"Georgia 1GB/Day",GE_1_Daily,1.40,2.83,2.83,"https://asim.esimqr.link/pay/usd/GE_1_Daily","https://asim.esimqr.link/?slug=GE_1_Daily"
"Georgia 1GB 7Days",GE_1_7,1.50,2.95,2.95,"https://asim.esimqr.link/pay/usd/GE_1_7","https://asim.esimqr.link/?slug=GE_1_7"
"Georgia 2GB/Day",GE_2_Daily,2.60,4.24,4.24,"https://asim.esimqr.link/pay/usd/GE_2_Daily","https://asim.esimqr.link/?slug=GE_2_Daily"
"Georgia 3GB 15Days",GE_3_15,3.70,5.53,5.53,"https://asim.esimqr.link/pay/usd/GE_3_15","https://asim.esimqr.link/?slug=GE_3_15"
"Georgia 3GB 30Days",GE_3_30,3.80,5.65,5.65,"https://asim.esimqr.link/pay/usd/GE_3_30","https://asim.esimqr.link/?slug=GE_3_30"
"Georgia 5GB 30Days",GE_5_30,5.70,7.89,7.89,"https://asim.esimqr.link/pay/usd/GE_5_30","https://asim.esimqr.link/?slug=GE_5_30"
"Georgia 10GB 30Days",GE_10_30,11.00,14.12,14.12,"https://asim.esimqr.link/pay/usd/GE_10_30","https://asim.esimqr.link/?slug=GE_10_30"
"Georgia 20GB 30Days",GE_20_30,16.80,20.95,20.95,"https://asim.esimqr.link/pay/usd/GE_20_30","https://asim.esimqr.link/?slug=GE_20_30"
"Germany 500MB/Day",DE_0.5_Daily,0.40,1.65,1.65,"https://asim.esimqr.link/pay/usd/DE_0.5_Daily","https://asim.esimqr.link/?slug=DE_0.5_Daily"
"Germany 1GB/Day",DE_1_Daily,0.65,1.95,1.95,"https://asim.esimqr.link/pay/usd/DE_1_Daily","https://asim.esimqr.link/?slug=DE_1_Daily"
"Germany 1GB 7Days",DE_1_7,0.70,2.00,2.00,"https://asim.esimqr.link/pay/usd/DE_1_7","https://asim.esimqr.link/?slug=DE_1_7"
"Germany 2GB/Day",DE_2_Daily,1.20,2.59,2.59,"https://asim.esimqr.link/pay/usd/DE_2_Daily","https://asim.esimqr.link/?slug=DE_2_Daily"
"Germany 3GB 15Days",DE_3_15,1.70,3.18,3.18,"https://asim.esimqr.link/pay/usd/DE_3_15","https://asim.esimqr.link/?slug=DE_3_15"
"Germany 3GB 30Days",DE_3_30,1.80,3.30,3.30,"https://asim.esimqr.link/pay/usd/DE_3_30","https://asim.esimqr.link/?slug=DE_3_30"
"Germany 5GB/Day",DE_5_Daily,2.50,4.12,4.12,"https://asim.esimqr.link/pay/usd/DE_5_Daily","https://asim.esimqr.link/?slug=DE_5_Daily"
"Germany 5GB 30Days",DE_5_30,2.70,4.36,4.36,"https://asim.esimqr.link/pay/usd/DE_5_30","https://asim.esimqr.link/?slug=DE_5_30"
"Germany 10GB 30Days",DE_10_30,4.70,6.71,6.71,"https://asim.esimqr.link/pay/usd/DE_10_30","https://asim.esimqr.link/?slug=DE_10_30"
"Germany 20GB 30Days",DE_20_30,8.20,10.83,10.83,"https://asim.esimqr.link/pay/usd/DE_20_30","https://asim.esimqr.link/?slug=DE_20_30"
"Germany 50GB 30Days",DE_50_30,17.00,21.18,21.18,"https://asim.esimqr.link/pay/usd/DE_50_30","https://asim.esimqr.link/?slug=DE_50_30"
"Germany 50GB 180Days",DE_50_180,22.00,27.06,27.06,"https://asim.esimqr.link/pay/usd/DE_50_180","https://asim.esimqr.link/?slug=DE_50_180"
"Gibraltar 1GB 7Days",GI_1_7,2.90,4.59,4.59,"https://asim.esimqr.link/pay/usd/GI_1_7","https://asim.esimqr.link/?slug=GI_1_7"
"Gibraltar 3GB 15Days",GI_3_15,7.20,9.65,9.65,"https://asim.esimqr.link/pay/usd/GI_3_15","https://asim.esimqr.link/?slug=GI_3_15"
"Gibraltar 3GB 30Days",GI_3_30,7.30,9.77,9.77,"https://asim.esimqr.link/pay/usd/GI_3_30","https://asim.esimqr.link/?slug=GI_3_30"
"Gibraltar 10GB 30Days",GI_10_30,19.00,23.53,23.53,"https://asim.esimqr.link/pay/usd/GI_10_30","https://asim.esimqr.link/?slug=GI_10_30"
"Greece 100MB 7Days",GR_0.1_7,0.30,1.53,1.53,"https://asim.esimqr.link/pay/usd/GR_0.1_7","https://asim.esimqr.link/?slug=GR_0.1_7"
"Greece 500MB/Day",GR_0.5_Daily,0.50,1.77,1.77,"https://asim.esimqr.link/pay/usd/GR_0.5_Daily","https://asim.esimqr.link/?slug=GR_0.5_Daily"
"Greece 500MB 7Days",GR_0.5_7,0.50,1.77,1.77,"https://asim.esimqr.link/pay/usd/GR_0.5_7","https://asim.esimqr.link/?slug=GR_0.5_7"
"Greece 1GB/Day",GR_1_Daily,0.80,2.12,2.12,"https://asim.esimqr.link/pay/usd/GR_1_Daily","https://asim.esimqr.link/?slug=GR_1_Daily"
"Greece 1GB 7Days",GR_1_7,0.90,2.24,2.24,"https://asim.esimqr.link/pay/usd/GR_1_7","https://asim.esimqr.link/?slug=GR_1_7"
"Greece 2GB/Day",GR_2_Daily,1.50,2.95,2.95,"https://asim.esimqr.link/pay/usd/GR_2_Daily","https://asim.esimqr.link/?slug=GR_2_Daily"
"Greece 3GB 15Days",GR_3_15,2.20,3.77,3.77,"https://asim.esimqr.link/pay/usd/GR_3_15","https://asim.esimqr.link/?slug=GR_3_15"
"Greece 3GB 30Days",GR_3_30,2.30,3.89,3.89,"https://asim.esimqr.link/pay/usd/GR_3_30","https://asim.esimqr.link/?slug=GR_3_30"
"Greece 5GB 30Days",GR_5_30,3.40,5.18,5.18,"https://asim.esimqr.link/pay/usd/GR_5_30","https://asim.esimqr.link/?slug=GR_5_30"
"Greece 10GB 30Days",GR_10_30,6.10,8.36,8.36,"https://asim.esimqr.link/pay/usd/GR_10_30","https://asim.esimqr.link/?slug=GR_10_30"
"Greece 20GB 30Days",GR_20_30,9.90,12.83,12.83,"https://asim.esimqr.link/pay/usd/GR_20_30","https://asim.esimqr.link/?slug=GR_20_30"
"Greece 50GB 30Days",GR_50_30,21.00,25.89,25.89,"https://asim.esimqr.link/pay/usd/GR_50_30","https://asim.esimqr.link/?slug=GR_50_30"
"Greece 50GB 180Days",GR_50_180,22.00,27.06,27.06,"https://asim.esimqr.link/pay/usd/GR_50_180","https://asim.esimqr.link/?slug=GR_50_180"
"Guadeloupe 1GB 7Days",GP_1_7,2.90,4.59,4.59,"https://asim.esimqr.link/pay/usd/GP_1_7","https://asim.esimqr.link/?slug=GP_1_7"
"Guadeloupe 3GB 15Days",GP_3_15,7.20,9.65,9.65,"https://asim.esimqr.link/pay/usd/GP_3_15","https://asim.esimqr.link/?slug=GP_3_15"
"Guadeloupe 10GB 30Days",GP_10_30,18.00,22.36,22.36,"https://asim.esimqr.link/pay/usd/GP_10_30","https://asim.esimqr.link/?slug=GP_10_30"
"Guadeloupe 20GB 30Days",GP_20_30,32.00,38.83,38.83,"https://asim.esimqr.link/pay/usd/GP_20_30","https://asim.esimqr.link/?slug=GP_20_30"
"Guam 1GB 7Days",GU_1_7,3.60,5.42,5.42,"https://asim.esimqr.link/pay/usd/GU_1_7","https://asim.esimqr.link/?slug=GU_1_7"
"Guam 3GB 15Days",GU_3_15,8.90,11.65,11.65,"https://asim.esimqr.link/pay/usd/GU_3_15","https://asim.esimqr.link/?slug=GU_3_15"
"Guam 3GB 30Days",GU_3_30,9.10,11.89,11.89,"https://asim.esimqr.link/pay/usd/GU_3_30","https://asim.esimqr.link/?slug=GU_3_30"
"Guam 5GB 30Days",GU_5_30,13.60,17.18,17.18,"https://asim.esimqr.link/pay/usd/GU_5_30","https://asim.esimqr.link/?slug=GU_5_30"
"Guam 10GB 30Days",GU_10_30,23.00,28.24,28.24,"https://asim.esimqr.link/pay/usd/GU_10_30","https://asim.esimqr.link/?slug=GU_10_30"
"Guam 20GB 30Days",GU_20_30,40.00,48.24,48.24,"https://asim.esimqr.link/pay/usd/GU_20_30","https://asim.esimqr.link/?slug=GU_20_30"
"Guatemala 100MB 7Days",GT_0.1_7,0.57,1.85,1.85,"https://asim.esimqr.link/pay/usd/GT_0.1_7","https://asim.esimqr.link/?slug=GT_0.1_7"
"Guatemala 500MB 7Days",GT_0.5_7,3.10,4.83,4.83,"https://asim.esimqr.link/pay/usd/GT_0.5_7","https://asim.esimqr.link/?slug=GT_0.5_7"
"Guatemala 1GB 7Days",GT_1_7,5.70,7.89,7.89,"https://asim.esimqr.link/pay/usd/GT_1_7","https://asim.esimqr.link/?slug=GT_1_7"
"Guatemala 3GB 15Days",GT_3_15,14.10,17.77,17.77,"https://asim.esimqr.link/pay/usd/GT_3_15","https://asim.esimqr.link/?slug=GT_3_15"
"Guernsey 1GB 7Days",GG_1_7,2.80,4.48,4.48,"https://asim.esimqr.link/pay/usd/GG_1_7","https://asim.esimqr.link/?slug=GG_1_7"
"Guernsey 3GB 15Days",GG_3_15,7.00,9.42,9.42,"https://asim.esimqr.link/pay/usd/GG_3_15","https://asim.esimqr.link/?slug=GG_3_15"
"Guernsey 3GB 30Days",GG_3_30,7.05,9.48,9.48,"https://asim.esimqr.link/pay/usd/GG_3_30","https://asim.esimqr.link/?slug=GG_3_30"
"Guernsey 5GB 30Days",GG_5_30,11.50,14.71,14.71,"https://asim.esimqr.link/pay/usd/GG_5_30","https://asim.esimqr.link/?slug=GG_5_30"
"Guernsey 20GB 30Days",GG_20_30,33.79,40.93,40.93,"https://asim.esimqr.link/pay/usd/GG_20_30","https://asim.esimqr.link/?slug=GG_20_30"
"Honduras 100MB 7Days",HN_0.1_7,0.57,1.85,1.85,"https://asim.esimqr.link/pay/usd/HN_0.1_7","https://asim.esimqr.link/?slug=HN_0.1_7"
"Honduras 500MB/Day",HN_0.5_Daily,2.50,4.12,4.12,"https://asim.esimqr.link/pay/usd/HN_0.5_Daily","https://asim.esimqr.link/?slug=HN_0.5_Daily"
"Honduras 500MB 7Days",HN_0.5_7,2.50,4.12,4.12,"https://asim.esimqr.link/pay/usd/HN_0.5_7","https://asim.esimqr.link/?slug=HN_0.5_7"
"Honduras 1GB/Day",HN_1_Daily,4.50,6.48,6.48,"https://asim.esimqr.link/pay/usd/HN_1_Daily","https://asim.esimqr.link/?slug=HN_1_Daily"
"Honduras 1GB 7Days",HN_1_7,4.60,6.59,6.59,"https://asim.esimqr.link/pay/usd/HN_1_7","https://asim.esimqr.link/?slug=HN_1_7"
"Honduras 2GB/Day",HN_2_Daily,8.00,10.59,10.59,"https://asim.esimqr.link/pay/usd/HN_2_Daily","https://asim.esimqr.link/?slug=HN_2_Daily"
"Honduras 3GB 15Days",HN_3_15,11.20,14.36,14.36,"https://asim.esimqr.link/pay/usd/HN_3_15","https://asim.esimqr.link/?slug=HN_3_15"
"Honduras 3GB 30Days",HN_3_30,11.30,14.48,14.48,"https://asim.esimqr.link/pay/usd/HN_3_30","https://asim.esimqr.link/?slug=HN_3_30"
"Honduras 5GB 30Days",HN_5_30,17.50,21.77,21.77,"https://asim.esimqr.link/pay/usd/HN_5_30","https://asim.esimqr.link/?slug=HN_5_30"
"Honduras 10GB 30Days",HN_10_30,32.00,38.83,38.83,"https://asim.esimqr.link/pay/usd/HN_10_30","https://asim.esimqr.link/?slug=HN_10_30"
"Honduras 20GB 30Days",HN_20_30,60.00,71.77,71.77,"https://asim.esimqr.link/pay/usd/HN_20_30","https://asim.esimqr.link/?slug=HN_20_30"
"Hong Kong (China) 100MB 7Days",HK_0.1_7,0.30,1.53,1.53,"https://asim.esimqr.link/pay/usd/HK_0.1_7","https://asim.esimqr.link/?slug=HK_0.1_7"
"Hong Kong (China) 500MB 7Days",HK_0.5_7,0.40,1.65,1.65,"https://asim.esimqr.link/pay/usd/HK_0.5_7","https://asim.esimqr.link/?slug=HK_0.5_7"
"Hong Kong (China) 500MB/Day",HK_0.5_Daily,0.45,1.71,1.71,"https://asim.esimqr.link/pay/usd/HK_0.5_Daily","https://asim.esimqr.link/?slug=HK_0.5_Daily"
"Hong Kong 1GB 7Days",HK_1_7,0.70,2.00,2.00,"https://asim.esimqr.link/pay/usd/HK_1_7","https://asim.esimqr.link/?slug=HK_1_7"
"Hong Kong 1GB/Day",HK_1_Daily,0.85,2.18,2.18,"https://asim.esimqr.link/pay/usd/HK_1_Daily","https://asim.esimqr.link/?slug=HK_1_Daily"
"Hong Kong 2GB/Day",HK_2_Daily,1.60,3.06,3.06,"https://asim.esimqr.link/pay/usd/HK_2_Daily","https://asim.esimqr.link/?slug=HK_2_Daily"
"Hong Kong 3GB 15Days",HK_3_15,1.70,3.18,3.18,"https://asim.esimqr.link/pay/usd/HK_3_15","https://asim.esimqr.link/?slug=HK_3_15"
"Hong Kong 3GB 30Days",HK_3_30,1.80,3.30,3.30,"https://asim.esimqr.link/pay/usd/HK_3_30","https://asim.esimqr.link/?slug=HK_3_30"
"Hong Kong 3GB/Day",HK_3_Daily,2.25,3.83,3.83,"https://asim.esimqr.link/pay/usd/HK_3_Daily","https://asim.esimqr.link/?slug=HK_3_Daily"
"Hong Kong 5GB 30Days",HK_5_30,2.70,4.36,4.36,"https://asim.esimqr.link/pay/usd/HK_5_30","https://asim.esimqr.link/?slug=HK_5_30"
"Hong Kong 5GB/Day",HK_5_Daily,3.50,5.30,5.30,"https://asim.esimqr.link/pay/usd/HK_5_Daily","https://asim.esimqr.link/?slug=HK_5_Daily"
"Hong Kong 10GB/Day",HK_10_Daily,4.60,6.59,6.59,"https://asim.esimqr.link/pay/usd/HK_10_Daily","https://asim.esimqr.link/?slug=HK_10_Daily"
"Hong Kong 10GB 30Days",HK_10_30,4.70,6.71,6.71,"https://asim.esimqr.link/pay/usd/HK_10_30","https://asim.esimqr.link/?slug=HK_10_30"
"Hong Kong 20GB 30Days",HK_20_30,8.20,10.83,10.83,"https://asim.esimqr.link/pay/usd/HK_20_30","https://asim.esimqr.link/?slug=HK_20_30"
